"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC-014: Customer deposits $1000. Balance should increase by the deposited amount. (AC5)","5134","tc014_depositPositiveAmount","XYZ Bank Automation Suite","2026-05-29","passed","2026-05-29","com.xyzbank.tests.CustomerTest","Customer Tests","com.xyzbank.tests.CustomerTest","tc014_depositPositiveAmount"
"Data-driven: validates that the Add Customer form enforces AC1 (alphabetic names, numeric post codes).","2037","tc002_004_005_addCustomerValidation","XYZ Bank Automation Suite","2026-05-29","failed","2026-05-29","com.xyzbank.tests.ManagerTest","Bank Manager Tests","com.xyzbank.tests.ManagerTest","tc002_004_005_addCustomerValidation"
"TC-016: Deposit of 0 should be rejected. Balance should not change. (AC5 — known defect)","5810","tc016_cannotDepositZero","XYZ Bank Automation Suite","2026-05-29","passed","2026-05-29","com.xyzbank.tests.CustomerTest","Customer Tests","com.xyzbank.tests.CustomerTest","tc016_cannotDepositZero"
"TC-020: The Transactions page must not expose controls to alter history. Reset button presence violates AC7. (known defect)","5659","tc020_customerCannotAlterTransactionHistory","XYZ Bank Automation Suite","2026-05-29","failed","2026-05-29","com.xyzbank.tests.CustomerTest","Customer Tests","com.xyzbank.tests.CustomerTest","tc020_customerCannotAlterTransactionHistory"
"Data-driven: deposit and withdrawal edge cases from CSV (AC5 & AC6).","5064","tc_datadriven_transactionValidation","XYZ Bank Automation Suite","2026-05-29","passed","2026-05-29","com.xyzbank.tests.CustomerTest","Customer Tests","com.xyzbank.tests.CustomerTest","tc_datadriven_transactionValidation"
"TC-015: Deposit of -100 should be rejected. Balance should not change. (AC5 — known defect)","5326","tc015_cannotDepositNegativeAmount","XYZ Bank Automation Suite","2026-05-29","passed","2026-05-29","com.xyzbank.tests.CustomerTest","Customer Tests","com.xyzbank.tests.CustomerTest","tc015_cannotDepositNegativeAmount"
"TC-001: Bank manager adds a customer with a valid alphabetic name and numeric post code. Expects success alert.","2629","tc001_addCustomerWithValidData","XYZ Bank Automation Suite","2026-05-29","passed","2026-05-29","com.xyzbank.tests.ManagerTest","Bank Manager Tests","com.xyzbank.tests.ManagerTest","tc001_addCustomerWithValidData"
"Data-driven: deposit and withdrawal edge cases from CSV (AC5 & AC6).","5093","tc_datadriven_transactionValidation","XYZ Bank Automation Suite","2026-05-29","passed","2026-05-29","com.xyzbank.tests.CustomerTest","Customer Tests","com.xyzbank.tests.CustomerTest","tc_datadriven_transactionValidation"
"TC-019: After a deposit and withdrawal, both appear in the Transactions tab. (AC4)","16539","tc019_transactionsAppearInTable","XYZ Bank Automation Suite","2026-05-29","passed","2026-05-29","com.xyzbank.tests.CustomerTest","Customer Tests","com.xyzbank.tests.CustomerTest","tc019_transactionsAppearInTable"
"TC-007: Bank manager creates Dollar, Pound, and Rupee accounts for the same customer.","3479","tc007_openAccountsInAllCurrencies","XYZ Bank Automation Suite","2026-05-29","passed","2026-05-29","com.xyzbank.tests.ManagerTest","Bank Manager Tests","com.xyzbank.tests.ManagerTest","tc007_openAccountsInAllCurrencies"
"Data-driven: validates that the Add Customer form enforces AC1 (alphabetic names, numeric post codes).","2034","tc002_004_005_addCustomerValidation","XYZ Bank Automation Suite","2026-05-29","passed","2026-05-29","com.xyzbank.tests.ManagerTest","Bank Manager Tests","com.xyzbank.tests.ManagerTest","tc002_004_005_addCustomerValidation"
"Data-driven: validates that the Add Customer form enforces AC1 (alphabetic names, numeric post codes).","2020","tc002_004_005_addCustomerValidation","XYZ Bank Automation Suite","2026-05-29","failed","2026-05-29","com.xyzbank.tests.ManagerTest","Bank Manager Tests","com.xyzbank.tests.ManagerTest","tc002_004_005_addCustomerValidation"
"Data-driven: deposit and withdrawal edge cases from CSV (AC5 & AC6).","5853","tc_datadriven_transactionValidation","XYZ Bank Automation Suite","2026-05-29","passed","2026-05-29","com.xyzbank.tests.CustomerTest","Customer Tests","com.xyzbank.tests.CustomerTest","tc_datadriven_transactionValidation"
"TC-011: Clicking Process without selecting customer or currency should not create an account.","11837","tc011_openAccountWithNoSelectionRejected","XYZ Bank Automation Suite","2026-05-29","passed","2026-05-29","com.xyzbank.tests.ManagerTest","Bank Manager Tests","com.xyzbank.tests.ManagerTest","tc011_openAccountWithNoSelectionRejected"
"Data-driven: deposit and withdrawal edge cases from CSV (AC5 & AC6).","5089","tc_datadriven_transactionValidation","XYZ Bank Automation Suite","2026-05-29","passed","2026-05-29","com.xyzbank.tests.CustomerTest","Customer Tests","com.xyzbank.tests.CustomerTest","tc_datadriven_transactionValidation"
"Data-driven: validates that the Add Customer form enforces AC1 (alphabetic names, numeric post codes).","2063","tc002_004_005_addCustomerValidation","XYZ Bank Automation Suite","2026-05-29","failed","2026-05-29","com.xyzbank.tests.ManagerTest","Bank Manager Tests","com.xyzbank.tests.ManagerTest","tc002_004_005_addCustomerValidation"
"TC-010: Customer withdraws the exact account balance. Balance should be 0. (AC6)","5869","tc010_withdrawExactBalanceLeavingZero","XYZ Bank Automation Suite","2026-05-29","passed","2026-05-29","com.xyzbank.tests.CustomerTest","Customer Tests","com.xyzbank.tests.CustomerTest","tc010_withdrawExactBalanceLeavingZero"
"TC-017: Customer withdraws $500 from a $1000 balance. Balance should become $500. (AC6)","5838","tc017_withdrawPositiveAmountWithSufficientBalance","XYZ Bank Automation Suite","2026-05-29","passed","2026-05-29","com.xyzbank.tests.CustomerTest","Customer Tests","com.xyzbank.tests.CustomerTest","tc017_withdrawPositiveAmountWithSufficientBalance"
"Data-driven: deposit and withdrawal edge cases from CSV (AC5 & AC6).","6104","tc_datadriven_transactionValidation","XYZ Bank Automation Suite","2026-05-29","passed","2026-05-29","com.xyzbank.tests.CustomerTest","Customer Tests","com.xyzbank.tests.CustomerTest","tc_datadriven_transactionValidation"
"TC-012: Selecting a different account from the dropdown updates the displayed balance. (AC2)","5227","tc012_switchingAccountsUpdatesBalance","XYZ Bank Automation Suite","2026-05-29","passed","2026-05-29","com.xyzbank.tests.CustomerTest","Customer Tests","com.xyzbank.tests.CustomerTest","tc012_switchingAccountsUpdatesBalance"
"Data-driven: validates that the Add Customer form enforces AC1 (alphabetic names, numeric post codes).","12226","tc002_004_005_addCustomerValidation","XYZ Bank Automation Suite","2026-05-29","passed","2026-05-29","com.xyzbank.tests.ManagerTest","Bank Manager Tests","com.xyzbank.tests.ManagerTest","tc002_004_005_addCustomerValidation"
