"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC-014: Customer deposits $1000. Balance should increase by the deposited amount. (AC5)","5060","tc014_depositPositiveAmount","XYZ Bank Automation Suite","Thu May 28 08:33:16 UTC 2026","passed","Thu May 28 08:33:21 UTC 2026","com.xyzbank.tests.CustomerTest","Customer Tests","com.xyzbank.tests.CustomerTest","tc014_depositPositiveAmount"
"TC-003: Withdrawal of -100 should be rejected. Balance unchanged. (AC6 — known defect)","5817","tc003_withdrawRejectsNegativeAmount","XYZ Bank Automation Suite","Thu May 28 08:32:52 UTC 2026","passed","Thu May 28 08:32:58 UTC 2026","com.xyzbank.tests.CustomerTest","Customer Tests","com.xyzbank.tests.CustomerTest","tc003_withdrawRejectsNegativeAmount"
"Data-driven: deposit and withdrawal edge cases from CSV (AC5 & AC6).","5067","tc_datadriven_transactionValidation","XYZ Bank Automation Suite","Thu May 28 08:34:19 UTC 2026","passed","Thu May 28 08:34:24 UTC 2026","com.xyzbank.tests.CustomerTest","Customer Tests","com.xyzbank.tests.CustomerTest","tc_datadriven_transactionValidation"
"Data-driven: validates that the Add Customer form enforces AC1 (alphabetic names, numeric post codes).","2010","tc002_004_005_addCustomerValidation","XYZ Bank Automation Suite","Thu May 28 08:31:58 UTC 2026","failed","Thu May 28 08:32:00 UTC 2026","com.xyzbank.tests.ManagerTest","Bank Manager Tests","com.xyzbank.tests.ManagerTest","tc002_004_005_addCustomerValidation"
"Data-driven: deposit and withdrawal edge cases from CSV (AC5 & AC6).","5039","tc_datadriven_transactionValidation","XYZ Bank Automation Suite","Thu May 28 08:34:54 UTC 2026","passed","Thu May 28 08:34:59 UTC 2026","com.xyzbank.tests.CustomerTest","Customer Tests","com.xyzbank.tests.CustomerTest","tc_datadriven_transactionValidation"
"TC-009: Bank manager deletes a customer. Customer should no longer appear in the list.","13098","tc009_deleteCustomer","XYZ Bank Automation Suite","Thu May 28 08:32:25 UTC 2026","passed","Thu May 28 08:32:39 UTC 2026","com.xyzbank.tests.ManagerTest","Bank Manager Tests","com.xyzbank.tests.ManagerTest","tc009_deleteCustomer"
"Data-driven: validates that the Add Customer form enforces AC1 (alphabetic names, numeric post codes).","2019","tc002_004_005_addCustomerValidation","XYZ Bank Automation Suite","Thu May 28 08:31:56 UTC 2026","failed","Thu May 28 08:31:58 UTC 2026","com.xyzbank.tests.ManagerTest","Bank Manager Tests","com.xyzbank.tests.ManagerTest","tc002_004_005_addCustomerValidation"
"TC-016: Deposit of 0 should be rejected. Balance should not change. (AC5 — known defect)","5259","tc016_cannotDepositZero","XYZ Bank Automation Suite","Thu May 28 08:33:27 UTC 2026","passed","Thu May 28 08:33:33 UTC 2026","com.xyzbank.tests.CustomerTest","Customer Tests","com.xyzbank.tests.CustomerTest","tc016_cannotDepositZero"
"Data-driven: validates that the Add Customer form enforces AC1 (alphabetic names, numeric post codes).","2023","tc002_004_005_addCustomerValidation","XYZ Bank Automation Suite","Thu May 28 08:31:53 UTC 2026","failed","Thu May 28 08:31:55 UTC 2026","com.xyzbank.tests.ManagerTest","Bank Manager Tests","com.xyzbank.tests.ManagerTest","tc002_004_005_addCustomerValidation"
"TC-018: Withdrawal of $99999 (exceeds balance) should be rejected. Balance unchanged. (AC6)","5792","tc018_withdrawalRejectedWhenExceedsBalance","XYZ Bank Automation Suite","Thu May 28 08:33:39 UTC 2026","passed","Thu May 28 08:33:45 UTC 2026","com.xyzbank.tests.CustomerTest","Customer Tests","com.xyzbank.tests.CustomerTest","tc018_withdrawalRejectedWhenExceedsBalance"
"Data-driven: deposit and withdrawal edge cases from CSV (AC5 & AC6).","5747","tc_datadriven_transactionValidation","XYZ Bank Automation Suite","Thu May 28 08:34:42 UTC 2026","passed","Thu May 28 08:34:47 UTC 2026","com.xyzbank.tests.CustomerTest","Customer Tests","com.xyzbank.tests.CustomerTest","tc_datadriven_transactionValidation"
"TC-011: Clicking Process without selecting customer or currency should not create an account.","11841","tc011_openAccountWithNoSelectionRejected","XYZ Bank Automation Suite","Thu May 28 08:32:39 UTC 2026","passed","Thu May 28 08:32:51 UTC 2026","com.xyzbank.tests.ManagerTest","Bank Manager Tests","com.xyzbank.tests.ManagerTest","tc011_openAccountWithNoSelectionRejected"
"TC-017: Customer withdraws $500 from a $1000 balance. Balance should become $500. (AC6)","5784","tc017_withdrawPositiveAmountWithSufficientBalance","XYZ Bank Automation Suite","Thu May 28 08:33:33 UTC 2026","passed","Thu May 28 08:33:39 UTC 2026","com.xyzbank.tests.CustomerTest","Customer Tests","com.xyzbank.tests.CustomerTest","tc017_withdrawPositiveAmountWithSufficientBalance"
"TC-008: Customer cannot access banking features without an account; access enabled after manager creates one.","3940","tc008_customerAccessBeforeAndAfterAccountCreation","XYZ Bank Automation Suite","Thu May 28 08:32:21 UTC 2026","passed","Thu May 28 08:32:25 UTC 2026","com.xyzbank.tests.ManagerTest","Bank Manager Tests","com.xyzbank.tests.ManagerTest","tc008_customerAccessBeforeAndAfterAccountCreation"
